date,exercise,reps,weight(lbs),rating
20-FEB-2023,Dumbbell Press,10,60,good
20-FEB-2023,Dumbbell Press,10,60,good
20-FEB-2023,Dumbbell Press,10,60,good
20-FEB-2023,Cable Pec Flies,10,75,good
20-FEB-2023,Cable Pec Flies,10,75,good
20-FEB-2023,Cable Pec Flies,10,75,good
20-FEB-2023,Deadlift,10,185,good
20-FEB-2023,Deadlift,10,185,good
20-FEB-2023,Deadlift,10,185,good
20-FEB-2023,Deadlift,1,225,good
20-FEB-2023,Deadlift,1,245,good
20-FEB-2023,Deadlift,1,275,good
21-FEB-2023,Bicep Curl,12,20,good
21-FEB-2023,Bicep Curl,10,20,good
21-FEB-2023,Bicep Curl,10,20,good
21-FEB-2023,Tricep Pushdown,12,100,good
21-FEB-2023,Tricep Pushdown,10,100,good
21-FEB-2023,Tricep Pushdown,10,100,bad
21-FEB-2023,Skullcrushers,12,40,good
21-FEB-2023,Skullcrushers,12,40,good
21-FEB-2023,Skullcrushers,12,40,good
21-FEB-2023,Seated Row,10,130,good
21-FEB-2023,Seated Row,10,130,bad
21-FEB-2023,Seated Row,10,115,good
21-FEB-2023,Lat Pulldown,10,115,good
21-FEB-2023,Lat Pulldown,10,115,good
21-FEB-2023,Lat Pulldown,10,115,good
26-FEB-2023,Incline Dumbbell Press,10,50,good
26-FEB-2023,Incline Dumbbell Press,10,50,good
26-FEB-2023,Incline Dumbbell Press,8,50,failure
26-FEB-2023,Incline Dumbbell Press,2,45,good
26-FEB-2023,Bicep Curl,10,25,good
26-FEB-2023,Bicep Curl,10,25,good
26-FEB-2023,Bicep Curl,10,25,good
26-FEB-2023,Pec Flies,10,145,good
26-FEB-2023,Pec Flies,10,145,good
26-FEB-2023,Pec Flies,10,145,good
26-FEB-2023,Lat Pulldown,10,115,good
26-FEB-2023,Lat Pulldown,10,115,good
26-FEB-2023,Lat Pulldown,10,115,good
26-FEB-2023,Concentration Curl,10,20,good
26-FEB-2023,Concentration Curl,10,20,good
26-FEB-2023,Concentration Curl,10,20,good
26-FEB-2023,Overhead Tricep Extension,10,25,easy
26-FEB-2023,Overhead Tricep Extension,7,30,bad
26-FEB-2023,Overhead Tricep Extension,3,25,good
26-FEB-2023,Overhead Tricep Extension,10,25,good
27-FEB-2023,Incline Dumbbell Press,10,50,easy
27-FEB-2023,Incline Dumbbell Press,12,50,good
27-FEB-2023,Incline Dumbbell Press,12,50,good
27-FEB-2023,Hammer Curl,15,25,good
27-FEB-2023,Hammer Curl,10,30,good
27-FEB-2023,Hammer Curl,10,30,good
27-FEB-2023,Machine Bench Press,10,130,good
27-FEB-2023,Machine Bench Press,10,130,good
27-FEB-2023,Machine Bench Press,10,130,good
27-FEB-2023,Bicep Curl,10,25,good
27-FEB-2023,Bicep Curl,10,25,good
27-FEB-2023,Bicep Curl,10,25,good
27-FEB-2023,Delt Flies,12,85,good
27-FEB-2023,Delt Flies,10,85,good
27-FEB-2023,Delt Flies,10,85,good
27-FEB-2023,Lat Pulldown,10,115,good
27-FEB-2023,Lat Pulldown,10,115,good
27-FEB-2023,Lat Pulldown,10,115,good
28-FEB-2023,Machine Bench Press,10,130,good
28-FEB-2023,Machine Bench Press,8,145,good
28-FEB-2023,Machine Bench Press,5,160,good
28-FEB-2023,Machine Bench Press,5,175,good
28-FEB-2023,Machine Bench Press,5,190,good
05-MAR-2023,Lateral Lift,10,20,good
05-MAR-2023,Lateral Lift,10,20,good
05-MAR-2023,Lateral Lift,10,20,good
05-MAR-2023,Front Lift,10,26.4,good
05-MAR-2023,Front Lift,10,26.4,good
05-MAR-2023,Front Lift,10,26.4,good
05-MAR-2023,Military Press,10,170,good
05-MAR-2023,Military Press,10,170,good
05-MAR-2023,Military Press,10,170,good
05-MAR-2023,Leg Press,10,265,good
05-MAR-2023,Leg Press,10,265,good
05-MAR-2023,Leg Press,10,265,good
05-MAR-2023,Lunges,10,0,good
05-MAR-2023,Lunges,10,20,good
05-MAR-2023,Lunges,10,20,good
05-MAR-2023,Leg Curl,15,170,good
05-MAR-2023,Leg Curl,10,180,good
05-MAR-2023,Leg Curl,10,180,good
05-MAR-2023,Leg Extension,12,190,good
05-MAR-2023,Leg Extension,12,190,good
05-MAR-2023,Leg Extension,10,190,good
06-MAR-2023,Machine Bench Press,12,205,good
06-MAR-2023,Machine Bench Press,10,210,good
06-MAR-2023,Machine Bench Press,10,210,good
06-MAR-2023,Machine Bench Press,10,210,good
06-MAR-2023,Machine Bench Press,5,240,good
06-MAR-2023,Machine Bench Press,3,245,good
06-MAR-2023,Cable Pec Flies,10,80,good
06-MAR-2023,Cable Pec Flies,10,80,good
06-MAR-2023,Cable Pec Flies,10,80,failure
06-MAR-2023,Machine Pec Flies,10,150,good
06-MAR-2023,Machine Pec Flies,10,160,good
06-MAR-2023,Machine Pec Flies,10,160,good
06-MAR-2023,Plank,60,0,good
06-MAR-2023,Plank,60,0,good
06-MAR-2023,Plank,60,0,good
08-MAR-2023,Barbell Bicep Curl,12,40,good
08-MAR-2023,Barbell Bicep Curl,10,40,good
08-MAR-2023,Barbell Bicep Curl,12,40,good
08-MAR-2023,Concentration Curl,10,20,good
08-MAR-2023,Concentration Curl,10,20,good
08-MAR-2023,Concentration Curl,10,20,bad (L)
08-MAR-2023,Tricep Pushdown,12,100,good
08-MAR-2023,Tricep Pushdown,12,100,good
08-MAR-2023,Tricep Pushdown,10,100,failure
08-MAR-2023,Skullcrushers,15,40,good
08-MAR-2023,Skullcrushers,15,40,good
08-MAR-2023,Skullcrushers,15,40,good
08-MAR-2023,Lawnmowers,10,35,easy
08-MAR-2023,Lawnmowers,12,35,good
08-MAR-2023,Lawnmowers,12,35,good
08-MAR-2023,Seated Row,12,115,good
08-MAR-2023,Seated Row,12,115,good
08-MAR-2023,Seated Row,12,115,good
08-MAR-2023,Lat Pulldown,10,130,bad
08-MAR-2023,Lat Pulldown,10,115,good
08-MAR-2023,Lat Pulldown,10,115,good
10-MAR-2023,Leg Press,10,265,good
10-MAR-2023,Leg Press,10,280,good
10-MAR-2023,Leg Press,10,280,good
10-MAR-2023,Leg Curl,10,180,good
10-MAR-2023,Leg Curl,10,180,good
10-MAR-2023,Leg Curl,10,180,good
10-MAR-2023,Leg Extension,10,200,good
10-MAR-2023,Leg Extension,10,200,good
10-MAR-2023,Leg Extension,10,200,good
10-MAR-2023,Close-Grip Lat Pulldown,15,100,good
10-MAR-2023,Close-Grip Lat Pulldown,10,115,good
10-MAR-2023,Close-Grip Lat Pulldown,10,130,good
10-MAR-2023,Cable Lateral Lift,10,40,good
10-MAR-2023,Cable Lateral Lift,10,45,good
10-MAR-2023,Cable Lateral Lift,10,45,good
10-MAR-2023,Front Lift,10,26.4,good
10-MAR-2023,Front Lift,10,26.4,good
10-MAR-2023,Front Lift,10,26.4,good
10-MAR-2023,Military Press,10,170,good
10-MAR-2023,Military Press,10,180,good
10-MAR-2023,Military Press,10,180,good
12-MAR-2023,Machine Bench Press,12,210,good
12-MAR-2023,Machine Bench Press,10,220,good
12-MAR-2023,Machine Bench Press,10,220,good
12-MAR-2023,Machine Bench Press,12,220,good
12-MAR-2023,Machine Bench Press,7,245,good
12-MAR-2023,Machine Bench Press,7,245,good
12-MAR-2023,Machine Bench Press,10,245,good
12-MAR-2023,Cable Pec Flies,10,80,good
12-MAR-2023,Cable Pec Flies,10,80,good
12-MAR-2023,Cable Pec Flies,10,80,good
12-MAR-2023,Machine Pec Flies,10,160,good
12-MAR-2023,Machine Pec Flies,10,160,good
12-MAR-2023,Machine Pec Flies,10,160,good
12-MAR-2023,Plank,60,0,good
12-MAR-2023,Plank,60,0,good
12-MAR-2023,Plank,60,0,good
13-MAR-2023,Bicep Curl,10,25,good
13-MAR-2023,Bicep Curl,10,25,good
13-MAR-2023,Bicep Curl,10,25,good
13-MAR-2023,Concentration Curl,10,20,good
13-MAR-2023,Concentration Curl,12,20,good
13-MAR-2023,Concentration Curl,12,20,good
13-MAR-2023,Overhead Tricep Extension,10,26.4,good
13-MAR-2023,Overhead Tricep Extension,10,26.4,good
13-MAR-2023,Overhead Tricep Extension,10,26.4,good
13-MAR-2023,Tricep Pushdown,12,100,good
13-MAR-2023,Tricep Pushdown,12,100,good
13-MAR-2023,Tricep Pushdown,12,100,failure
13-MAR-2023,Skullcrushers,15,40,good
13-MAR-2023,Skullcrushers,15,40,good
13-MAR-2023,Skullcrushers,15,40,good
13-MAR-2023,Bent-Over Single-Arm Barbell Row,10,40,easy
13-MAR-2023,Bent-Over Single-Arm Barbell Row,12,40,easy
13-MAR-2023,Bent-Over Single-Arm Barbell Row,15,40,good
13-MAR-2023,Seated Row,15,115,good
13-MAR-2023,Seated Row,15,115,good
13-MAR-2023,Seated Row,15,115,good
13-MAR-2023,Lat Pulldown,12,115,good
13-MAR-2023,Lat Pulldown,12,115,good
13-MAR-2023,Lat Pulldown,12,115,good
13-MAR-2023,Shrugs,10,35,easy
13-MAR-2023,Shrugs,10,35,easy
13-MAR-2023,Shrugs,15,35,easy
13-MAR-2023,Strict Press,2,135,easy
13-MAR-2023,Strict Press,2,135,easy
13-MAR-2023,Strict Press,3,165,good
13-MAR-2023,Preacher Curl,12,42,easy
16-MAR-2023,Lateral Lift,12,20,good
16-MAR-2023,Lateral Lift,12,20,good
16-MAR-2023,Lateral Lift,12,20,good
16-MAR-2023,Front Lift,10,25,good
16-MAR-2023,Front Lift,10,25,good
16-MAR-2023,Front Lift,10,25,good
16-MAR-2023,Military Press,10,180,good
16-MAR-2023,Military Press,10,180,good
16-MAR-2023,Military Press,10,180,failure
16-MAR-2023,Arnold Press,15,30,good
16-MAR-2023,Arnold Press,10,35,good
16-MAR-2023,Arnold Press,10,35,good
16-MAR-2023,Clean & Jerk,1,135,good
16-MAR-2023,Clean & Jerk,1,165,good
16-MAR-2023,Clean & Jerk,1,165,good
16-MAR-2023,Clean & Jerk,1,165,good
16-MAR-2023,Clean & Jerk,1,165,good
16-MAR-2023,Clean & Jerk,1,165,good
16-MAR-2023,Clean & Jerk,1,165,good
16-MAR-2023,Clean & Jerk,1,165,good
16-MAR-2023,Clean & Jerk,1,165,good
16-MAR-2023,Clean & Jerk,1,165,good
16-MAR-2023,Clean & Jerk,1,165,good
16-MAR-2023,Leg Curl,12,180,good
16-MAR-2023,Leg Curl,12,180,good
16-MAR-2023,Leg Curl,10,180,good
16-MAR-2023,Leg Extension,10,200,good
16-MAR-2023,Leg Extension,10,200,good
16-MAR-2023,Leg Extension,10,200,good
16-MAR-2023,Squats,5,135,good
16-MAR-2023,Squats,5,185,good
16-MAR-2023,Squats,5,185,good
16-MAR-2023,Squats,5,185,good
17-MAR-2023,Deadlift,5,135,good
17-MAR-2023,Deadlift,10,185,good
17-MAR-2023,Deadlift,10,185,good
17-MAR-2023,Deadlift,10,185,good
17-MAR-2023,Deadlift,3,225,good
17-MAR-2023,Deadlift,1,275,good
17-MAR-2023,Deadlift,1,275,good
17-MAR-2023,Push-Ups (Perfect Device),5,0,easy
17-MAR-2023,Bench Press,6,135,good
17-MAR-2023,Bench Press,5,185,good
17-MAR-2023,Bench Press,5,205,good
17-MAR-2023,Bench Press,5,205,good
17-MAR-2023,Bench Press,5,205,good
17-MAR-2023,Dumbbell Press,10,60,good
17-MAR-2023,Dumbbell Press,10,60,good
17-MAR-2023,Dumbbell Press,10,60,good
17-MAR-2023,Machine Pec Flies,10,160,good
17-MAR-2023,Machine Pec Flies,10,160,good
17-MAR-2023,Machine Pec Flies,10,160,good
20-MAR-2023,Preacher Curl,8,62,good
20-MAR-2023,Preacher Curl,8,62,failure
20-MAR-2023,Preacher Curl,10,52,good
20-MAR-2023,Hammer Curl,10,25,good
20-MAR-2023,Hammer Curl,10,25,good
20-MAR-2023,Hammer Curl,10,25,good
20-MAR-2023,Concentration Curl,10,20,good
20-MAR-2023,Concentration Curl,10,20,good
20-MAR-2023,Concentration Curl,10,20,good
20-MAR-2023,Overhead Tricep Extension,10,25,easy
20-MAR-2023,Overhead Tricep Extension,10,25,good
20-MAR-2023,Overhead Tricep Extension,10,25,good
20-MAR-2023,Tricep Pushdown,12,100,good
20-MAR-2023,Tricep Pushdown,10,110,good
20-MAR-2023,Tricep Pushdown,10,110,good
20-MAR-2023,Skullcrushers,10,52,good
20-MAR-2023,Skullcrushers,10,52,good
20-MAR-2023,Skullcrushers,10,52,good
20-MAR-2023,Lawnmowers,10,40,easy
20-MAR-2023,Lawnmowers,10,45,good
20-MAR-2023,Lawnmowers,10,45,good
20-MAR-2023,Seated Row,10,130,good
20-MAR-2023,Seated Row,10,130,good
20-MAR-2023,Seated Row,10,130,good
20-MAR-2023,Lat Pulldown,10,130,good
20-MAR-2023,Lat Pulldown,10,130,good
20-MAR-2023,Lat Pulldown,10,130,good
21-MAR-2023,Push-Ups,20,0,good
22-MAR-2023,Lateral Lift,12,20,good
22-MAR-2023,Lateral Lift,12,20,good
22-MAR-2023,Lateral Lift,12,20,good
22-MAR-2023,Front Lift,10,25,easy
22-MAR-2023,Front Lift,12,25,good
22-MAR-2023,Front Lift,12,25,good
22-MAR-2023,Military Press,10,180,good
22-MAR-2023,Military Press,10,185,good
22-MAR-2023,Military Press,10,185,good
22-MAR-2023,Strict Press,5,135,good
22-MAR-2023,Strict Press,5,135,good
22-MAR-2023,Strict Press,5,135,good
22-MAR-2023,Strict Press,5,135,good
22-MAR-2023,Strict Press,5,135,good
22-MAR-2023,Arnold Press,10,35,good
22-MAR-2023,Arnold Press,10,35,good
22-MAR-2023,Arnold Press,12,35,good
22-MAR-2023,Lunges,10,20,good
22-MAR-2023,Lunges,10,20,good
22-MAR-2023,Lunges,10,20,good
22-MAR-2023,Leg Curl,10,180,good
22-MAR-2023,Leg Curl,10,180,good
22-MAR-2023,Leg Curl,10,180,good
22-MAR-2023,Leg Extension,10,200,good
22-MAR-2023,Leg Extension,10,200,good
22-MAR-2023,Leg Extension,10,200,good
22-MAR-2023,Squats,5,135,easy
22-MAR-2023,Squats,5,185,good
22-MAR-2023,Squats,5,225,good
22-MAR-2023,Squats,5,225,good
22-MAR-2023,Squats,5,225,good
22-MAR-2023,Squats,5,225,good
24-MAR-2023,Plank,60,0,good
24-MAR-2023,Plank,60,0,good
24-MAR-2023,Plank,60,0,good
24-MAR-2023,Machine Bench Press,10,230,good
24-MAR-2023,Machine Bench Press,12,230,good
24-MAR-2023,Machine Bench Press,12,230,good
24-MAR-2023,Cable Pec Flies,10,80,good
24-MAR-2023,Cable Pec Flies,10,80,good
24-MAR-2023,Cable Pec Flies,10,80,good
24-MAR-2023,Upward Cable Pec Flies,10,50,good
24-MAR-2023,Upward Cable Pec Flies,10,50,good
24-MAR-2023,Upward Cable Pec Flies,12,50,good
24-MAR-2023,Pec Flies,12,160,good
24-MAR-2023,Pec Flies,12,160,good
24-MAR-2023,Pec Flies,10,170,good
25-MAR-2023,Bench Press,5,135,easy
25-MAR-2023,Bench Press,5,185,easy
25-MAR-2023,Bench Press,5,205,good
25-MAR-2023,Bench Press,5,225,good
25-MAR-2023,Bench Press,5,225,good
25-MAR-2023,Bench Press,5,225,good
25-MAR-2023,Deadlift,10,195,good
25-MAR-2023,Deadlift,10,195,good
25-MAR-2023,Deadlift,10,195,good
25-MAR-2023,Deadlift,1,225,good
25-MAR-2023,Deadlift,1,275,good
25-MAR-2023,Deadlift,1,315,good
25-MAR-2023,Deadlift,1,315,good
26-MAR-2023,Preacher Curl,10,52,good
26-MAR-2023,Preacher Curl,8,62,good
26-MAR-2023,Preacher Curl,5,72,failure
26-MAR-2023,Hammer Curl,13,25,good
26-MAR-2023,Hammer Curl,10,30,bad
26-MAR-2023,Hammer Curl,12,25,good
26-MAR-2023,Overhead Tricep Extension,12,25,good
26-MAR-2023,Overhead Tricep Extension,12,25,good
26-MAR-2023,Overhead Tricep Extension,12,25,failure
26-MAR-2023,Tricep Pushdown,10,110,good
26-MAR-2023,Tricep Pushdown,5,130,good
26-MAR-2023,Tricep Pushdown,5,130,failure
26-MAR-2023,Tricep Pushdown,5,120,good
26-MAR-2023,Skullcrushers,10,52,good
26-MAR-2023,Skullcrushers,12,52,good
26-MAR-2023,Skullcrushers,12,52,good
26-MAR-2023,Lawnmowers,12,45,good
26-MAR-2023,Lawnmowers,10,45,good
26-MAR-2023,Lawnmowers,10,45,good
26-MAR-2023,Seated Row,10,130,good
26-MAR-2023,Seated Row,10,130,good
26-MAR-2023,Seated Row,10,130,good
26-MAR-2023,Lat Pulldown,12,130,good
26-MAR-2023,Lat Pulldown,10,130,good
26-MAR-2023,Lat Pulldown,10,130,bad
29-MAR-2023,Lateral Lift,12,20,good
29-MAR-2023,Lateral Lift,12,20,good
29-MAR-2023,Lateral Lift,12,20,good
29-MAR-2023,Front Lift,12,25,good
29-MAR-2023,Front Lift,12,25,good
29-MAR-2023,Front Lift,12,25,good
29-MAR-2023,Strict Press,5,135,good
29-MAR-2023,Strict Press,5,135,good
29-MAR-2023,Strict Press,5,135,good
29-MAR-2023,Strict Press,6,135,good
29-MAR-2023,Strict Press,6,135,good
29-MAR-2023,Arnold Press,10,35,good
29-MAR-2023,Arnold Press,12,35,good
29-MAR-2023,Arnold Press,12,35,good
29-MAR-2023,Lunges,10,20,good
29-MAR-2023,Lunges,10,20,good
29-MAR-2023,Lunges,10,20,good
29-MAR-2023,Leg Curl,12,180,good
29-MAR-2023,Leg Curl,10,185,good
29-MAR-2023,Leg Curl,10,185,good
29-MAR-2023,Leg Extension,10,200,good
29-MAR-2023,Leg Extension,10,200,good
29-MAR-2023,Leg Extension,10,200,good
29-MAR-2023,Squats,10,135,easy
29-MAR-2023,Squats,5,225,good
29-MAR-2023,Squats,5,245,good
29-MAR-2023,Squats,5,245,good
29-MAR-2023,Squats,5,245,good
29-MAR-2023,Squats,5,245,good
31-MAR-2023,Bench Press,10,135,easy
31-MAR-2023,Bench Press,6,205,good
31-MAR-2023,Bench Press,5,205,good
31-MAR-2023,Bench Press,5,215,good
31-MAR-2023,Bench Press,5,225,good
31-MAR-2023,Bench Press,10,185,good
31-MAR-2023,Dumbbell Press,10,60,good
31-MAR-2023,Dumbbell Press,10,60,good
31-MAR-2023,Dumbbell Press,10,60,good
31-MAR-2023,Upward Cable Pec Flies,15,50,easy
31-MAR-2023,Upward Cable Pec Flies,8,60,good
31-MAR-2023,Upward Cable Pec Flies,10,55,good
31-MAR-2023,Pec Flies,10,170,good
31-MAR-2023,Pec Flies,10,170,good
31-MAR-2023,Pec Flies,10,170,good
31-MAR-2023,Pec Flies,3,200,good
31-MAR-2023,Pec Flies,3,220,good
31-MAR-2023,Deadlift,10,195,good
31-MAR-2023,Deadlift,10,205,good
31-MAR-2023,Deadlift,10,205,good
31-MAR-2023,Deadlift,1,275,good
31-MAR-2023,Deadlift,1,315,good
31-MAR-2023,Deadlift,1,335,good
02-APR-2023,Bicep Curl,12,25,good
02-APR-2023,Bicep Curl,12,25,good
02-APR-2023,Bicep Curl,12,25,good
02-APR-2023,Hammer Curl,10,30,good
02-APR-2023,Hammer Curl,10,30,good
02-APR-2023,Hammer Curl,10,30,good
02-APR-2023,Overhead Tricep Extension,12,25,good
02-APR-2023,Overhead Tricep Extension,12,25,good
02-APR-2023,Overhead Tricep Extension,12,25,good
02-APR-2023,Tricep Pushdown,10,110,good
02-APR-2023,Tricep Pushdown,10,120,good
02-APR-2023,Tricep Pushdown,10,120,good
02-APR-2023,Lawnmowers,10,50,good
02-APR-2023,Lawnmowers,10,50,good
02-APR-2023,Lawnmowers,10,50,good
02-APR-2023,Seated Row,10,130,good
02-APR-2023,Seated Row,10,130,good
02-APR-2023,Seated Row,10,130,good
02-APR-2023,Seated Row,15,85,good
02-APR-2023,Lat Pulldown,10,130,good
02-APR-2023,Lat Pulldown,10,130,good
02-APR-2023,Lat Pulldown,10,130,good
02-APR-2023,Lat Pulldown,15,85,good
04-APR-2023,Lateral Lift,10,25,good
04-APR-2023,Lateral Lift,10,25,good
04-APR-2023,Lateral Lift,10,25,good
04-APR-2023,Front Lift,12,25,good
04-APR-2023,Front Lift,12,25,good
04-APR-2023,Front Lift,12,25,good
04-APR-2023,Strict Press,6,135,good
04-APR-2023,Strict Press,6,135,good
04-APR-2023,Strict Press,7,135,good
04-APR-2023,Strict Press,7,135,good
04-APR-2023,Arnold Press,10,40,good
04-APR-2023,Arnold Press,10,40,good
04-APR-2023,Arnold Press,10,40,good
04-APR-2023,Leg Curl,12,185,good
04-APR-2023,Leg Curl,12,185,good
04-APR-2023,Leg Curl,12,185,good
04-APR-2023,Leg Extension,10,200,good
04-APR-2023,Leg Extension,10,200,good
04-APR-2023,Leg Extension,10,200,good
04-APR-2023,Squats,5,225,good
04-APR-2023,Squats,5,245,good
04-APR-2023,Squats,5,245,good
04-APR-2023,Squats,5,245,good
04-APR-2023,Squats,5,245,good
04-APR-2023,Squats,5,245,good
05-APR-2023,Barbell Bicep Curl,20,40,good
05-APR-2023,Barbell Bicep Curl,20,40,good
05-APR-2023,Barbell Overhead Tricep Extension,20,40,good
05-APR-2023,Barbell Overhead Tricep Extension,20,40,good
05-APR-2023,Military Press,5,245,good
05-APR-2023,Military Press,5,245,good
05-APR-2023,Push-Ups,20,0,good
05-APR-2023,Push-Ups,20,0,good
06-APR-2023,Bench Press,10,135,warm-up
06-APR-2023,Bench Press,10,185,good
06-APR-2023,Bench Press,10,195,good
06-APR-2023,Bench Press,10,205,good
06-APR-2023,Bench Press,5,225,failure
06-APR-2023,Dumbbell Press,10,60,good
06-APR-2023,Dumbbell Press,10,65,good
06-APR-2023,Dumbbell Press,10,65,good
06-APR-2023,Upward Cable Pec Flies,10,55,good
06-APR-2023,Upward Cable Pec Flies,10,55,good
06-APR-2023,Upward Cable Pec Flies,10,55,good
06-APR-2023,Pec Flies,10,170,good
06-APR-2023,Pec Flies,10,175,good
06-APR-2023,Pec Flies,10,175,good
06-APR-2023,Deadlift,10,195,good
06-APR-2023,Deadlift,10,205,good
06-APR-2023,Deadlift,10,205,good
06-APR-2023,Deadlift,1,315,good
06-APR-2023,Deadlift,1,335,failure
08-APR-2023,Bicep Curl,8,30,good
08-APR-2023,Bicep Curl,8,30,good
08-APR-2023,Bicep Curl,12,25,good
08-APR-2023,Hammer Curl,10,30,good
08-APR-2023,Hammer Curl,10,30,good
08-APR-2023,Hammer Curl,10,30,bad (L)
08-APR-2023,Concentration Curl,12,20,good
08-APR-2023,Concentration Curl,12,20,good
08-APR-2023,Concentration Curl,12,20,good
08-APR-2023,Overhead Tricep Extension,10,30,good
08-APR-2023,Overhead Tricep Extension,8,30,good
08-APR-2023,Overhead Tricep Extension,8,30,good
08-APR-2023,Tricep Pushdown,12,120,good
08-APR-2023,Tricep Pushdown,10,120,good
08-APR-2023,Tricep Pushdown,8,120,failure
08-APR-2023,Skullcrushers,12,52,good
08-APR-2023,Skullcrushers,10,62,good
08-APR-2023,Skullcrushers,10,62,good
08-APR-2023,Lawnmowers,10,50,good
08-APR-2023,Lawnmowers,10,50,good
08-APR-2023,Lawnmowers,10,50,good
08-APR-2023,Seated Row,12,130,good
08-APR-2023,Seated Row,10,130,good
08-APR-2023,Seated Row,15,100,good
08-APR-2023,Lat Pulldown,10,130,good
08-APR-2023,Lat Pulldown,15,100,good
08-APR-2023,Lat Pulldown,10,130,good
08-APR-2023,Lat Pulldown Hang,20,160,good
08-APR-2023,Lat Pulldown Hang,30,160,good
08-APR-2023,Full Cans,20,5,good
08-APR-2023,Full Cans,20,5,good
08-APR-2023,Full Cans,20,5,good
10-APR-2023,Lunges,10,20,good
10-APR-2023,Lunges,10,25,good
10-APR-2023,Lunges,10,25,good
10-APR-2023,Single-Leg Leg Curl,10,90,good
10-APR-2023,Single-Leg Leg Curl,10,90,good
10-APR-2023,Single-Leg Leg Curl,10,90,good
10-APR-2023,Single-Leg Leg Extension,10,100,good
10-APR-2023,Single-Leg Leg Extension,10,100,good
10-APR-2023,Single-Leg Leg Extension,10,100,good
10-APR-2023,Squats,12,135,warm-up
10-APR-2023,Squats,10,205,good
10-APR-2023,Squats,10,205,good
10-APR-2023,Squats,10,205,good
10-APR-2023,Lateral Lift,10,25,good
10-APR-2023,Lateral Lift,10,25,good
10-APR-2023,Lateral Lift,10,25,good
10-APR-2023,Front Lift,10,30,good
10-APR-2023,Front Lift,10,30,good
10-APR-2023,Front Lift,10,30,good
10-APR-2023,Military Press,10,190,good
10-APR-2023,Military Press,10,190,good
10-APR-2023,Military Press,10,190,good
10-APR-2023,Strict Press,8,135,good
10-APR-2023,Strict Press,8,135,good
10-APR-2023,Strict Press,7,135,good
10-APR-2023,Arnold Press,10,40,good
10-APR-2023,Arnold Press,10,40,good
10-APR-2023,Arnold Press,10,40,good
10-APR-2023,Pullovers,10,20,good
10-APR-2023,Pullovers,10,30,good
10-APR-2023,Pullovers,10,30,good
12-APR-2023,Deadlift,5,225,good
12-APR-2023,Deadlift,5,225,good
12-APR-2023,Deadlift,5,225,good
12-APR-2023,Deadlift,5,225,good
12-APR-2023,Deadlift,5,225,good
12-APR-2023,Lat Pulldown Hang,30,160,good
12-APR-2023,Lat Pulldown Hang,30,160,good
12-APR-2023,Lat Pulldown Hang,35,160,good
12-APR-2023,Bench Press,10,135,warm-up
12-APR-2023,Bench Press,8,205,good
12-APR-2023,Bench Press,10,185,good
12-APR-2023,Bench Press,10,185,good
12-APR-2023,Cable Pec Flies,10,80,bad
12-APR-2023,Cable Pec Flies,10,70,good
12-APR-2023,Cable Pec Flies,10,70,good
12-APR-2023,Machine Pec Flies,10,175,good
12-APR-2023,Machine Pec Flies,10,180,good
12-APR-2023,Machine Pec Flies,10,180,good
12-APR-2023,Machine Pec Flies,5,220,good
12-APR-2023,Machine Pec Flies,2,245,good
14-APR-2023,Lawnmowers,12,50,good
14-APR-2023,Lawnmowers,12,50,good
14-APR-2023,Lawnmowers,12,50,good
14-APR-2023,Seated Row,12,130,good
14-APR-2023,Seated Row,10,130,good
14-APR-2023,Seated Row,12,130,good
14-APR-2023,Lat Pulldown,12,130,good
14-APR-2023,Lat Pulldown,10,130,good
14-APR-2023,Lat Pulldown,10,130,good
14-APR-2023,Bicep Curl,10,30,good
14-APR-2023,Bicep Curl,12,25,good
14-APR-2023,Bicep Curl,10,25,good
14-APR-2023,Hammer Curl,10,30,good
14-APR-2023,Hammer Curl,10,30,good
14-APR-2023,Hammer Curl,10,30,good
14-APR-2023,Preacher Curl,10,62,good
14-APR-2023,Preacher Curl,10,62,failure
14-APR-2023,Preacher Curl,10,62,failure
14-APR-2023,Overhead Tricep Extension,10,30,good
14-APR-2023,Overhead Tricep Extension,10,30,good
14-APR-2023,Overhead Tricep Extension,8,30,failure
14-APR-2023,Skullcrushers,10,62,good
14-APR-2023,Skullcrushers,10,62,good
14-APR-2023,Skullcrushers,10,62,good
14-APR-2023,Push-Ups,20,0,good
15-APR-2023,Single-Leg Leg Curl,20,70,good
15-APR-2023,Single-Leg Leg Curl,20,60,good
15-APR-2023,Plank,60,0,good
15-APR-2023,Plank,60,0,good
16-APR-2023,Full Cans,20,5,good
16-APR-2023,Full Cans,20,5,good
16-APR-2023,Full Cans,20,5,good
16-APR-2023,Side-Lying External Rotation,20,5,good
16-APR-2023,Lateral Lift,12,25,good
16-APR-2023,Lateral Lift,12,25,good
16-APR-2023,Lateral Lift,12,25,good
16-APR-2023,Front Lift,10,30,good
16-APR-2023,Front Lift,10,30,good
16-APR-2023,Front Lift,10,30,good
16-APR-2023,Military Press,5,150,warm-up
16-APR-2023,Military Press,10,190,good
16-APR-2023,Military Press,10,190,good
16-APR-2023,Military Press,10,190,failure
16-APR-2023,Strict Press,9,135,good
16-APR-2023,Strict Press,8,135,good
16-APR-2023,Strict Press,10,135,failure
16-APR-2023,Arnold Press,10,40,good
16-APR-2023,Arnold Press,10,40,good
